query_id,true_candidate_id,candidate_id,retained,original_candidate_count,gated_candidate_count,union_gate,per_policy_top_k
167,CASMI_MOL_1196965,CASMI_MOL_1196965,True,2001,500,union_fragannotor_sirius,500
168,CASMI_MOL_1196966,CASMI_MOL_1196966,True,2001,500,union_fragannotor_sirius,500
169,CASMI_MOL_1196967,CASMI_MOL_1196967,True,2001,741,union_fragannotor_sirius,500
170,CASMI_MOL_1196898,CASMI_MOL_1196898,True,2001,500,union_fragannotor_sirius,500
171,CASMI_MOL_1196968,CASMI_MOL_1196968,True,1728,880,union_fragannotor_sirius,500
172,CASMI_MOL_1196879,CASMI_MOL_1196879,True,1959,500,union_fragannotor_sirius,500
173,CASMI_MOL_1196969,CASMI_MOL_1196969,True,2001,742,union_fragannotor_sirius,500
174,CASMI_MOL_1196970,CASMI_MOL_1196970,True,388,388,union_fragannotor_sirius,500
175,CASMI_MOL_1196971,CASMI_MOL_1196971,True,2001,641,union_fragannotor_sirius,500
176,CASMI_MOL_1196972,CASMI_MOL_1196972,True,2001,570,union_fragannotor_sirius,500
177,CASMI_MOL_1196973,CASMI_MOL_1196973,True,336,336,union_fragannotor_sirius,500
178,CASMI_MOL_1196974,CASMI_MOL_1196974,True,2001,896,union_fragannotor_sirius,500
179,CASMI_MOL_1196975,CASMI_MOL_1196975,True,2001,611,union_fragannotor_sirius,500
180,CASMI_MOL_1196976,CASMI_MOL_1196976,True,2001,500,union_fragannotor_sirius,500
181,CASMI_MOL_1196915,CASMI_MOL_1196915,True,2001,500,union_fragannotor_sirius,500
182,CASMI_MOL_1196977,CASMI_MOL_1196977,True,826,500,union_fragannotor_sirius,500
183,CASMI_MOL_1196931,CASMI_MOL_1196931,True,2001,607,union_fragannotor_sirius,500
184,CASMI_MOL_1196978,CASMI_MOL_1196978,True,219,219,union_fragannotor_sirius,500
185,CASMI_MOL_1196979,CASMI_MOL_1196979,True,2001,500,union_fragannotor_sirius,500
186,CASMI_MOL_1196980,CASMI_MOL_1196980,True,2001,500,union_fragannotor_sirius,500
187,CASMI_MOL_1196981,CASMI_MOL_1196981,True,2001,691,union_fragannotor_sirius,500
188,CASMI_MOL_1196982,CASMI_MOL_1196982,True,2001,598,union_fragannotor_sirius,500
189,CASMI_MOL_1196983,CASMI_MOL_1196983,True,2001,578,union_fragannotor_sirius,500
190,CASMI_MOL_1196940,CASMI_MOL_1196940,True,2001,500,union_fragannotor_sirius,500
191,CASMI_MOL_1196908,CASMI_MOL_1196908,True,1876,500,union_fragannotor_sirius,500
192,CASMI_MOL_1196984,CASMI_MOL_1196984,True,735,539,union_fragannotor_sirius,500
193,CASMI_MOL_1196985,CASMI_MOL_1196985,True,2001,617,union_fragannotor_sirius,500
194,CASMI_MOL_1196986,,False,2001,500,union_fragannotor_sirius,500
195,CASMI_MOL_1196987,CASMI_MOL_1196987,True,1274,831,union_fragannotor_sirius,500
196,CASMI_MOL_1196988,CASMI_MOL_1196988,True,2001,594,union_fragannotor_sirius,500
197,CASMI_MOL_1196989,,False,1202,625,union_fragannotor_sirius,500
198,CASMI_MOL_1196990,,False,2001,500,union_fragannotor_sirius,500
199,CASMI_MOL_1196991,CASMI_MOL_1196991,True,2001,622,union_fragannotor_sirius,500
200,CASMI_MOL_1196992,CASMI_MOL_1196992,True,510,510,union_fragannotor_sirius,500
201,CASMI_MOL_1196993,,False,2001,500,union_fragannotor_sirius,500
202,CASMI_MOL_1196994,CASMI_MOL_1196994,True,2001,500,union_fragannotor_sirius,500
203,CASMI_MOL_1196889,CASMI_MOL_1196889,True,2001,500,union_fragannotor_sirius,500
204,CASMI_MOL_1196995,CASMI_MOL_1196995,True,2001,668,union_fragannotor_sirius,500
205,CASMI_MOL_1196996,,False,2001,500,union_fragannotor_sirius,500
206,CASMI_MOL_1196927,CASMI_MOL_1196927,True,2001,701,union_fragannotor_sirius,500
207,CASMI_MOL_1196997,,False,2001,500,union_fragannotor_sirius,500
208,CASMI_MOL_1196916,CASMI_MOL_1196916,True,2001,500,union_fragannotor_sirius,500
209,CASMI_MOL_1196904,CASMI_MOL_1196904,True,2001,500,union_fragannotor_sirius,500
210,CASMI_MOL_1196998,,False,2001,500,union_fragannotor_sirius,500
211,CASMI_MOL_1196999,,False,2001,500,union_fragannotor_sirius,500
212,CASMI_MOL_1197000,,False,2001,500,union_fragannotor_sirius,500
213,CASMI_MOL_1197001,CASMI_MOL_1197001,True,2001,572,union_fragannotor_sirius,500
214,CASMI_MOL_1197002,,False,1846,500,union_fragannotor_sirius,500
215,CASMI_MOL_1197003,,False,2001,500,union_fragannotor_sirius,500
216,CASMI_MOL_1197004,,False,2001,500,union_fragannotor_sirius,500
217,CASMI_MOL_1197005,CASMI_MOL_1197005,True,2001,500,union_fragannotor_sirius,500
218,CASMI_MOL_1197006,,False,2001,500,union_fragannotor_sirius,500
219,CASMI_MOL_1197007,,False,2001,500,union_fragannotor_sirius,500
220,CASMI_MOL_1196917,CASMI_MOL_1196917,True,2001,500,union_fragannotor_sirius,500
221,CASMI_MOL_1197008,CASMI_MOL_1197008,True,2001,500,union_fragannotor_sirius,500
222,CASMI_MOL_1197009,CASMI_MOL_1197009,True,2001,570,union_fragannotor_sirius,500
223,CASMI_MOL_1197010,CASMI_MOL_1197010,True,2001,500,union_fragannotor_sirius,500
224,CASMI_MOL_1197011,CASMI_MOL_1197011,True,2001,658,union_fragannotor_sirius,500
225,CASMI_MOL_1197012,CASMI_MOL_1197012,True,2001,673,union_fragannotor_sirius,500
226,CASMI_MOL_1197013,,False,2001,500,union_fragannotor_sirius,500
227,CASMI_MOL_1197014,,False,1329,500,union_fragannotor_sirius,500
228,CASMI_MOL_1196957,CASMI_MOL_1196957,True,2001,500,union_fragannotor_sirius,500
0,CASMI_MOL_1196787,CASMI_MOL_1196787,True,1241,1204,union_fragannotor_sirius,1000
1,CASMI_MOL_1196788,CASMI_MOL_1196788,True,2001,1402,union_fragannotor_sirius,1000
2,CASMI_MOL_1196789,CASMI_MOL_1196789,True,2001,1033,union_fragannotor_sirius,1000
3,CASMI_MOL_1196790,CASMI_MOL_1196790,True,2001,1000,union_fragannotor_sirius,1000
4,CASMI_MOL_1196791,CASMI_MOL_1196791,True,2001,1270,union_fragannotor_sirius,1000
5,CASMI_MOL_1196792,CASMI_MOL_1196792,True,1074,1061,union_fragannotor_sirius,1000
6,CASMI_MOL_1196793,CASMI_MOL_1196793,True,1524,1043,union_fragannotor_sirius,1000
7,CASMI_MOL_1196794,CASMI_MOL_1196794,True,2001,1000,union_fragannotor_sirius,1000
8,CASMI_MOL_1196795,CASMI_MOL_1196795,True,1910,1225,union_fragannotor_sirius,1000
9,CASMI_MOL_1196796,CASMI_MOL_1196796,True,2001,1313,union_fragannotor_sirius,1000
10,CASMI_MOL_1196797,CASMI_MOL_1196797,True,2001,1484,union_fragannotor_sirius,1000
11,CASMI_MOL_1196798,CASMI_MOL_1196798,True,2001,1247,union_fragannotor_sirius,1000
12,CASMI_MOL_1196799,CASMI_MOL_1196799,True,2001,1000,union_fragannotor_sirius,1000
13,CASMI_MOL_1196800,CASMI_MOL_1196800,True,548,548,union_fragannotor_sirius,1000
14,CASMI_MOL_1196801,CASMI_MOL_1196801,True,2001,1256,union_fragannotor_sirius,1000
15,CASMI_MOL_1196802,CASMI_MOL_1196802,True,2001,1218,union_fragannotor_sirius,1000
16,CASMI_MOL_1196803,CASMI_MOL_1196803,True,103,103,union_fragannotor_sirius,1000
17,CASMI_MOL_1196804,CASMI_MOL_1196804,True,2001,1000,union_fragannotor_sirius,1000
18,CASMI_MOL_1196806,CASMI_MOL_1196806,True,2001,1000,union_fragannotor_sirius,1000
19,CASMI_MOL_1196807,CASMI_MOL_1196807,True,2001,1000,union_fragannotor_sirius,1000
20,CASMI_MOL_1196808,CASMI_MOL_1196808,True,405,405,union_fragannotor_sirius,1000
21,CASMI_MOL_1196809,CASMI_MOL_1196809,True,2001,1355,union_fragannotor_sirius,1000
22,CASMI_MOL_1196810,,False,2001,1000,union_fragannotor_sirius,1000
23,CASMI_MOL_1196811,,False,2001,1000,union_fragannotor_sirius,1000
24,CASMI_MOL_1196813,CASMI_MOL_1196813,True,2001,998,union_fragannotor_sirius,1000
25,CASMI_MOL_1196814,CASMI_MOL_1196814,True,2001,1000,union_fragannotor_sirius,1000
26,CASMI_MOL_1196815,CASMI_MOL_1196815,True,2001,1000,union_fragannotor_sirius,1000
27,CASMI_MOL_1196816,CASMI_MOL_1196816,True,2001,1327,union_fragannotor_sirius,1000
28,CASMI_MOL_1196817,CASMI_MOL_1196817,True,2001,1000,union_fragannotor_sirius,1000
29,CASMI_MOL_1196818,CASMI_MOL_1196818,True,2001,1529,union_fragannotor_sirius,1000
30,CASMI_MOL_1196819,CASMI_MOL_1196819,True,2001,1000,union_fragannotor_sirius,1000
31,CASMI_MOL_1196820,CASMI_MOL_1196820,True,2001,1000,union_fragannotor_sirius,1000
32,CASMI_MOL_1196821,CASMI_MOL_1196821,True,2001,1426,union_fragannotor_sirius,1000
33,CASMI_MOL_1196822,CASMI_MOL_1196822,True,2001,1238,union_fragannotor_sirius,1000
34,CASMI_MOL_1196823,CASMI_MOL_1196823,True,457,457,union_fragannotor_sirius,1000
35,CASMI_MOL_1196824,CASMI_MOL_1196824,True,233,233,union_fragannotor_sirius,1000
36,CASMI_MOL_1196825,CASMI_MOL_1196825,True,2001,1401,union_fragannotor_sirius,1000
37,CASMI_MOL_1196826,CASMI_MOL_1196826,True,2001,1000,union_fragannotor_sirius,1000
38,CASMI_MOL_1196827,CASMI_MOL_1196827,True,2001,1000,union_fragannotor_sirius,1000
39,CASMI_MOL_1196829,CASMI_MOL_1196829,True,859,859,union_fragannotor_sirius,1000
40,CASMI_MOL_1196830,CASMI_MOL_1196830,True,2001,1271,union_fragannotor_sirius,1000
41,CASMI_MOL_1196831,CASMI_MOL_1196831,True,2001,1368,union_fragannotor_sirius,1000
42,CASMI_MOL_1196832,CASMI_MOL_1196832,True,2001,1000,union_fragannotor_sirius,1000
43,CASMI_MOL_1196833,CASMI_MOL_1196833,True,2001,1000,union_fragannotor_sirius,1000
44,CASMI_MOL_1196835,CASMI_MOL_1196835,True,1509,1305,union_fragannotor_sirius,1000
45,CASMI_MOL_1196836,CASMI_MOL_1196836,True,2001,1000,union_fragannotor_sirius,1000
46,CASMI_MOL_1196837,CASMI_MOL_1196837,True,960,959,union_fragannotor_sirius,1000
47,CASMI_MOL_1196838,CASMI_MOL_1196838,True,1798,1163,union_fragannotor_sirius,1000
48,CASMI_MOL_1196839,CASMI_MOL_1196839,True,2001,1146,union_fragannotor_sirius,1000
49,CASMI_MOL_1196840,CASMI_MOL_1196840,True,729,729,union_fragannotor_sirius,1000
50,CASMI_MOL_1196841,CASMI_MOL_1196841,True,1506,1000,union_fragannotor_sirius,1000
51,CASMI_MOL_1196842,CASMI_MOL_1196842,True,558,558,union_fragannotor_sirius,1000
52,CASMI_MOL_1196843,CASMI_MOL_1196843,True,2001,1459,union_fragannotor_sirius,1000
53,CASMI_MOL_1196844,CASMI_MOL_1196844,True,1206,1000,union_fragannotor_sirius,1000
54,CASMI_MOL_1196845,CASMI_MOL_1196845,True,2001,1017,union_fragannotor_sirius,1000
55,CASMI_MOL_1196846,CASMI_MOL_1196846,True,2001,1000,union_fragannotor_sirius,1000
56,CASMI_MOL_1196828,CASMI_MOL_1196828,True,2001,1000,union_fragannotor_sirius,1000
57,CASMI_MOL_1196848,CASMI_MOL_1196848,True,2001,1084,union_fragannotor_sirius,1000
58,CASMI_MOL_1196849,CASMI_MOL_1196849,True,2001,1000,union_fragannotor_sirius,1000
59,CASMI_MOL_1196850,CASMI_MOL_1196850,True,2001,1000,union_fragannotor_sirius,1000
60,CASMI_MOL_1196851,CASMI_MOL_1196851,True,2001,1000,union_fragannotor_sirius,1000
61,CASMI_MOL_1196853,CASMI_MOL_1196853,True,2001,1160,union_fragannotor_sirius,1000
62,CASMI_MOL_1196854,CASMI_MOL_1196854,True,2001,1447,union_fragannotor_sirius,1000
63,CASMI_MOL_1196855,CASMI_MOL_1196855,True,2001,1254,union_fragannotor_sirius,1000
64,CASMI_MOL_1196856,CASMI_MOL_1196856,True,817,817,union_fragannotor_sirius,1000
65,CASMI_MOL_1196857,CASMI_MOL_1196857,True,2001,1000,union_fragannotor_sirius,1000
66,CASMI_MOL_1196858,CASMI_MOL_1196858,True,2001,1438,union_fragannotor_sirius,1000
67,CASMI_MOL_1196859,CASMI_MOL_1196859,True,2001,1145,union_fragannotor_sirius,1000
68,CASMI_MOL_1196860,CASMI_MOL_1196860,True,1511,1000,union_fragannotor_sirius,1000
69,CASMI_MOL_1196861,CASMI_MOL_1196861,True,2001,1000,union_fragannotor_sirius,1000
70,CASMI_MOL_1196862,CASMI_MOL_1196862,True,2001,1169,union_fragannotor_sirius,1000
71,CASMI_MOL_1196863,CASMI_MOL_1196863,True,2001,1000,union_fragannotor_sirius,1000
72,CASMI_MOL_1196864,CASMI_MOL_1196864,True,2001,1285,union_fragannotor_sirius,1000
73,CASMI_MOL_1196865,CASMI_MOL_1196865,True,2001,1000,union_fragannotor_sirius,1000
74,CASMI_MOL_1196866,CASMI_MOL_1196866,True,2001,1000,union_fragannotor_sirius,1000
75,CASMI_MOL_1196867,CASMI_MOL_1196867,True,2001,1168,union_fragannotor_sirius,1000
76,CASMI_MOL_1196812,,False,2001,1000,union_fragannotor_sirius,1000
77,CASMI_MOL_1196868,CASMI_MOL_1196868,True,2001,1005,union_fragannotor_sirius,1000
78,CASMI_MOL_1196869,CASMI_MOL_1196869,True,787,787,union_fragannotor_sirius,1000
79,CASMI_MOL_1196870,CASMI_MOL_1196870,True,2001,1000,union_fragannotor_sirius,1000
80,CASMI_MOL_1196871,CASMI_MOL_1196871,True,2001,1261,union_fragannotor_sirius,1000
81,CASMI_MOL_1196872,CASMI_MOL_1196872,True,276,276,union_fragannotor_sirius,1000
82,CASMI_MOL_1196873,CASMI_MOL_1196873,True,2001,1000,union_fragannotor_sirius,1000
83,CASMI_MOL_1196874,CASMI_MOL_1196874,True,2001,1000,union_fragannotor_sirius,1000
84,CASMI_MOL_1196852,CASMI_MOL_1196852,True,2001,1000,union_fragannotor_sirius,1000
85,CASMI_MOL_1196834,CASMI_MOL_1196834,True,2001,1000,union_fragannotor_sirius,1000
86,CASMI_MOL_1196875,CASMI_MOL_1196875,True,2001,1000,union_fragannotor_sirius,1000
87,CASMI_MOL_1196876,CASMI_MOL_1196876,True,2001,1000,union_fragannotor_sirius,1000
88,CASMI_MOL_1196877,CASMI_MOL_1196877,True,2001,1622,union_fragannotor_sirius,1000
89,CASMI_MOL_1196805,CASMI_MOL_1196805,True,2001,1000,union_fragannotor_sirius,1000
90,CASMI_MOL_1196878,CASMI_MOL_1196878,True,1959,1000,union_fragannotor_sirius,1000
91,CASMI_MOL_1196847,CASMI_MOL_1196847,True,2001,1000,union_fragannotor_sirius,1000
92,CASMI_MOL_1196880,CASMI_MOL_1196880,True,1729,1461,union_fragannotor_sirius,1000
93,CASMI_MOL_1196881,CASMI_MOL_1196881,True,2001,1000,union_fragannotor_sirius,1000
94,CASMI_MOL_1196882,CASMI_MOL_1196882,True,347,347,union_fragannotor_sirius,1000
95,CASMI_MOL_1196883,CASMI_MOL_1196883,True,1877,1134,union_fragannotor_sirius,1000
96,CASMI_MOL_1196884,CASMI_MOL_1196884,True,2001,1043,union_fragannotor_sirius,1000
97,CASMI_MOL_1196885,CASMI_MOL_1196885,True,2001,1495,union_fragannotor_sirius,1000
98,CASMI_MOL_1196886,,False,2001,1000,union_fragannotor_sirius,1000
99,CASMI_MOL_1196887,CASMI_MOL_1196887,True,2001,1435,union_fragannotor_sirius,1000
100,CASMI_MOL_1196888,CASMI_MOL_1196888,True,2001,1009,union_fragannotor_sirius,1000
101,CASMI_MOL_1196890,CASMI_MOL_1196890,True,2001,1072,union_fragannotor_sirius,1000
102,CASMI_MOL_1196891,CASMI_MOL_1196891,True,2001,1369,union_fragannotor_sirius,1000
103,CASMI_MOL_1196892,CASMI_MOL_1196892,True,678,678,union_fragannotor_sirius,1000
104,CASMI_MOL_1196893,CASMI_MOL_1196893,True,2001,1011,union_fragannotor_sirius,1000
105,CASMI_MOL_1196894,CASMI_MOL_1196894,True,2001,1174,union_fragannotor_sirius,1000
106,CASMI_MOL_1196895,CASMI_MOL_1196895,True,2001,1295,union_fragannotor_sirius,1000
107,CASMI_MOL_1196896,CASMI_MOL_1196896,True,2001,1000,union_fragannotor_sirius,1000
108,CASMI_MOL_1196899,CASMI_MOL_1196899,True,2001,1000,union_fragannotor_sirius,1000
109,CASMI_MOL_1196900,CASMI_MOL_1196900,True,2001,1416,union_fragannotor_sirius,1000
110,CASMI_MOL_1196901,CASMI_MOL_1196901,True,824,824,union_fragannotor_sirius,1000
111,CASMI_MOL_1196902,CASMI_MOL_1196902,True,2001,1000,union_fragannotor_sirius,1000
112,CASMI_MOL_1196903,CASMI_MOL_1196903,True,2001,1073,union_fragannotor_sirius,1000
113,CASMI_MOL_1196905,CASMI_MOL_1196905,True,2001,1046,union_fragannotor_sirius,1000
114,CASMI_MOL_1196906,CASMI_MOL_1196906,True,689,689,union_fragannotor_sirius,1000
115,CASMI_MOL_1196907,CASMI_MOL_1196907,True,1876,1000,union_fragannotor_sirius,1000
116,CASMI_MOL_1196909,CASMI_MOL_1196909,True,2001,1000,union_fragannotor_sirius,1000
117,CASMI_MOL_1196910,CASMI_MOL_1196910,True,2001,1350,union_fragannotor_sirius,1000
118,CASMI_MOL_1196911,CASMI_MOL_1196911,True,2001,1000,union_fragannotor_sirius,1000
119,CASMI_MOL_1196912,CASMI_MOL_1196912,True,2001,1031,union_fragannotor_sirius,1000
120,CASMI_MOL_1196913,CASMI_MOL_1196913,True,2001,1000,union_fragannotor_sirius,1000
121,CASMI_MOL_1196918,CASMI_MOL_1196918,True,2001,1072,union_fragannotor_sirius,1000
122,CASMI_MOL_1196919,CASMI_MOL_1196919,True,2001,1333,union_fragannotor_sirius,1000
123,CASMI_MOL_1196920,CASMI_MOL_1196920,True,2001,1257,union_fragannotor_sirius,1000
124,CASMI_MOL_1196921,CASMI_MOL_1196921,True,2001,1444,union_fragannotor_sirius,1000
125,CASMI_MOL_1196922,CASMI_MOL_1196922,True,2001,1014,union_fragannotor_sirius,1000
126,CASMI_MOL_1196923,CASMI_MOL_1196923,True,2001,1000,union_fragannotor_sirius,1000
127,CASMI_MOL_1196924,CASMI_MOL_1196924,True,1657,1000,union_fragannotor_sirius,1000
128,CASMI_MOL_1196925,CASMI_MOL_1196925,True,2001,1000,union_fragannotor_sirius,1000
129,CASMI_MOL_1196897,CASMI_MOL_1196897,True,2001,1000,union_fragannotor_sirius,1000
130,CASMI_MOL_1196926,CASMI_MOL_1196926,True,2001,1031,union_fragannotor_sirius,1000
131,CASMI_MOL_1196928,CASMI_MOL_1196928,True,2001,1000,union_fragannotor_sirius,1000
132,CASMI_MOL_1196929,CASMI_MOL_1196929,True,2001,1000,union_fragannotor_sirius,1000
133,CASMI_MOL_1196930,CASMI_MOL_1196930,True,2001,1067,union_fragannotor_sirius,1000
134,CASMI_MOL_1196932,CASMI_MOL_1196932,True,2001,1451,union_fragannotor_sirius,1000
135,CASMI_MOL_1196933,CASMI_MOL_1196933,True,2001,1000,union_fragannotor_sirius,1000
136,CASMI_MOL_1196934,CASMI_MOL_1196934,True,2001,1000,union_fragannotor_sirius,1000
137,CASMI_MOL_1196935,CASMI_MOL_1196935,True,2001,1335,union_fragannotor_sirius,1000
138,CASMI_MOL_1196936,CASMI_MOL_1196936,True,2001,1260,union_fragannotor_sirius,1000
139,CASMI_MOL_1196937,CASMI_MOL_1196937,True,631,316,union_fragannotor_sirius,1000
140,CASMI_MOL_1196939,CASMI_MOL_1196939,True,2001,1000,union_fragannotor_sirius,1000
141,CASMI_MOL_1196941,CASMI_MOL_1196941,True,2001,1174,union_fragannotor_sirius,1000
142,CASMI_MOL_1196942,CASMI_MOL_1196942,True,2001,1410,union_fragannotor_sirius,1000
143,CASMI_MOL_1196943,CASMI_MOL_1196943,True,2001,1336,union_fragannotor_sirius,1000
144,CASMI_MOL_1196944,CASMI_MOL_1196944,True,2001,1023,union_fragannotor_sirius,1000
145,CASMI_MOL_1196938,CASMI_MOL_1196938,True,316,316,union_fragannotor_sirius,1000
146,CASMI_MOL_1196945,CASMI_MOL_1196945,True,1277,1213,union_fragannotor_sirius,1000
147,CASMI_MOL_1196946,CASMI_MOL_1196946,True,2001,1019,union_fragannotor_sirius,1000
148,CASMI_MOL_1196947,CASMI_MOL_1196947,True,2001,1000,union_fragannotor_sirius,1000
149,CASMI_MOL_1196948,CASMI_MOL_1196948,True,2001,1016,union_fragannotor_sirius,1000
150,CASMI_MOL_1196949,CASMI_MOL_1196949,True,2001,1000,union_fragannotor_sirius,1000
151,CASMI_MOL_1196950,CASMI_MOL_1196950,True,1793,1000,union_fragannotor_sirius,1000
152,CASMI_MOL_1196951,CASMI_MOL_1196951,True,2001,1000,union_fragannotor_sirius,1000
153,CASMI_MOL_1196952,CASMI_MOL_1196952,True,2001,1448,union_fragannotor_sirius,1000
154,CASMI_MOL_1196953,CASMI_MOL_1196953,True,2001,1000,union_fragannotor_sirius,1000
155,CASMI_MOL_1196954,CASMI_MOL_1196954,True,2001,1000,union_fragannotor_sirius,1000
156,CASMI_MOL_1196955,CASMI_MOL_1196955,True,2001,1000,union_fragannotor_sirius,1000
157,CASMI_MOL_1196956,CASMI_MOL_1196956,True,2001,1000,union_fragannotor_sirius,1000
158,CASMI_MOL_1196958,CASMI_MOL_1196958,True,2001,1064,union_fragannotor_sirius,1000
159,CASMI_MOL_1196914,CASMI_MOL_1196914,True,2001,1000,union_fragannotor_sirius,1000
160,CASMI_MOL_1196959,CASMI_MOL_1196959,True,658,658,union_fragannotor_sirius,1000
161,CASMI_MOL_1196960,CASMI_MOL_1196960,True,2001,1413,union_fragannotor_sirius,1000
162,CASMI_MOL_1196961,CASMI_MOL_1196961,True,529,529,union_fragannotor_sirius,1000
163,CASMI_MOL_1196962,CASMI_MOL_1196962,True,361,361,union_fragannotor_sirius,1000
164,CASMI_MOL_1196963,CASMI_MOL_1196963,True,2001,1003,union_fragannotor_sirius,1000
165,CASMI_MOL_1196937,CASMI_MOL_1196937,True,631,316,union_fragannotor_sirius,1000
166,CASMI_MOL_1196964,CASMI_MOL_1196964,True,2001,1000,union_fragannotor_sirius,1000
167,CASMI_MOL_1196965,CASMI_MOL_1196965,True,2001,1000,union_fragannotor_sirius,1000
168,CASMI_MOL_1196966,CASMI_MOL_1196966,True,2001,1020,union_fragannotor_sirius,1000
169,CASMI_MOL_1196967,CASMI_MOL_1196967,True,2001,1250,union_fragannotor_sirius,1000
170,CASMI_MOL_1196898,CASMI_MOL_1196898,True,2001,1000,union_fragannotor_sirius,1000
171,CASMI_MOL_1196968,CASMI_MOL_1196968,True,1728,1451,union_fragannotor_sirius,1000
172,CASMI_MOL_1196879,CASMI_MOL_1196879,True,1959,1000,union_fragannotor_sirius,1000
173,CASMI_MOL_1196969,CASMI_MOL_1196969,True,2001,1493,union_fragannotor_sirius,1000
174,CASMI_MOL_1196970,CASMI_MOL_1196970,True,388,388,union_fragannotor_sirius,1000
175,CASMI_MOL_1196971,CASMI_MOL_1196971,True,2001,1394,union_fragannotor_sirius,1000
176,CASMI_MOL_1196972,CASMI_MOL_1196972,True,2001,1306,union_fragannotor_sirius,1000
177,CASMI_MOL_1196973,CASMI_MOL_1196973,True,336,336,union_fragannotor_sirius,1000
178,CASMI_MOL_1196974,CASMI_MOL_1196974,True,2001,1523,union_fragannotor_sirius,1000
179,CASMI_MOL_1196975,CASMI_MOL_1196975,True,2001,1247,union_fragannotor_sirius,1000
180,CASMI_MOL_1196976,CASMI_MOL_1196976,True,2001,1209,union_fragannotor_sirius,1000
181,CASMI_MOL_1196915,CASMI_MOL_1196915,True,2001,1000,union_fragannotor_sirius,1000
182,CASMI_MOL_1196977,CASMI_MOL_1196977,True,826,826,union_fragannotor_sirius,1000
183,CASMI_MOL_1196931,CASMI_MOL_1196931,True,2001,1060,union_fragannotor_sirius,1000
184,CASMI_MOL_1196978,CASMI_MOL_1196978,True,219,219,union_fragannotor_sirius,1000
185,CASMI_MOL_1196979,CASMI_MOL_1196979,True,2001,1000,union_fragannotor_sirius,1000
186,CASMI_MOL_1196980,CASMI_MOL_1196980,True,2001,1033,union_fragannotor_sirius,1000
187,CASMI_MOL_1196981,CASMI_MOL_1196981,True,2001,1285,union_fragannotor_sirius,1000
188,CASMI_MOL_1196982,CASMI_MOL_1196982,True,2001,1025,union_fragannotor_sirius,1000
189,CASMI_MOL_1196983,CASMI_MOL_1196983,True,2001,1197,union_fragannotor_sirius,1000
190,CASMI_MOL_1196940,CASMI_MOL_1196940,True,2001,1000,union_fragannotor_sirius,1000
191,CASMI_MOL_1196908,CASMI_MOL_1196908,True,1876,1000,union_fragannotor_sirius,1000
192,CASMI_MOL_1196984,CASMI_MOL_1196984,True,735,735,union_fragannotor_sirius,1000
193,CASMI_MOL_1196985,CASMI_MOL_1196985,True,2001,1294,union_fragannotor_sirius,1000
194,CASMI_MOL_1196986,CASMI_MOL_1196986,True,2001,1081,union_fragannotor_sirius,1000
195,CASMI_MOL_1196987,CASMI_MOL_1196987,True,1274,1232,union_fragannotor_sirius,1000
196,CASMI_MOL_1196988,CASMI_MOL_1196988,True,2001,1333,union_fragannotor_sirius,1000
197,CASMI_MOL_1196989,,False,1202,1151,union_fragannotor_sirius,1000
198,CASMI_MOL_1196990,,False,2001,1000,union_fragannotor_sirius,1000
199,CASMI_MOL_1196991,CASMI_MOL_1196991,True,2001,1273,union_fragannotor_sirius,1000
200,CASMI_MOL_1196992,CASMI_MOL_1196992,True,510,510,union_fragannotor_sirius,1000
201,CASMI_MOL_1196993,CASMI_MOL_1196993,True,2001,1010,union_fragannotor_sirius,1000
202,CASMI_MOL_1196994,CASMI_MOL_1196994,True,2001,1000,union_fragannotor_sirius,1000
203,CASMI_MOL_1196889,CASMI_MOL_1196889,True,2001,1000,union_fragannotor_sirius,1000
204,CASMI_MOL_1196995,CASMI_MOL_1196995,True,2001,1386,union_fragannotor_sirius,1000
205,CASMI_MOL_1196996,,False,2001,1000,union_fragannotor_sirius,1000
206,CASMI_MOL_1196927,CASMI_MOL_1196927,True,2001,1332,union_fragannotor_sirius,1000
207,CASMI_MOL_1196997,CASMI_MOL_1196997,True,2001,1082,union_fragannotor_sirius,1000
208,CASMI_MOL_1196916,CASMI_MOL_1196916,True,2001,1000,union_fragannotor_sirius,1000
209,CASMI_MOL_1196904,CASMI_MOL_1196904,True,2001,1077,union_fragannotor_sirius,1000
210,CASMI_MOL_1196998,,False,2001,1000,union_fragannotor_sirius,1000
211,CASMI_MOL_1196999,,False,2001,1000,union_fragannotor_sirius,1000
212,CASMI_MOL_1197000,,False,2001,1000,union_fragannotor_sirius,1000
213,CASMI_MOL_1197001,CASMI_MOL_1197001,True,2001,1157,union_fragannotor_sirius,1000
214,CASMI_MOL_1197002,CASMI_MOL_1197002,True,1846,1227,union_fragannotor_sirius,1000
215,CASMI_MOL_1197003,CASMI_MOL_1197003,True,2001,1000,union_fragannotor_sirius,1000
216,CASMI_MOL_1197004,CASMI_MOL_1197004,True,2001,1260,union_fragannotor_sirius,1000
217,CASMI_MOL_1197005,CASMI_MOL_1197005,True,2001,1000,union_fragannotor_sirius,1000
218,CASMI_MOL_1197006,CASMI_MOL_1197006,True,2001,1000,union_fragannotor_sirius,1000
219,CASMI_MOL_1197007,,False,2001,1000,union_fragannotor_sirius,1000
220,CASMI_MOL_1196917,CASMI_MOL_1196917,True,2001,1000,union_fragannotor_sirius,1000
