spec_id,query_mol_id,adduct,expected_candidate_rows,observed_rows,complete,output_file
216,1197004,[M+H]+,5420,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_216/cfmid_ranked_216.txt
218,1197006,[M+H]+,7363,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_218/cfmid_ranked_218.txt
219,1197007,[M+H]+,3155,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_219/cfmid_ranked_219.txt
220,1196917,[M+H]+,9633,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_220/cfmid_ranked_220.txt
221,1197008,[M+H]+,9150,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_221/cfmid_ranked_221.txt
222,1197009,[M+H]+,9240,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_222/cfmid_ranked_222.txt
223,1197010,[M+H]+,9012,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_223/cfmid_ranked_223.txt
224,1197011,[M+H]+,2730,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_224/cfmid_ranked_224.txt
225,1197012,[M+H]+,6158,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_225/cfmid_ranked_225.txt
226,1197013,[M+H]+,9691,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_226/cfmid_ranked_226.txt
227,1197014,[M+H]+,1329,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_227/cfmid_ranked_227.txt
228,1196957,[M+H]+,6956,0,False,/home/zhome/ec_structure/github_export/FragAnnotor/results/casmi2022_cfmid_native_full_supported_v1/work/query_228/cfmid_ranked_228.txt
