supported_index,dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds,source_shard,source_file,in_matched_manifest
59,CASMI2022,iceberg,completed,84,84,220,[M+H]+,319.226464781691,30,CASMI_MOL_1196852,full_query_candidate_set,7090,7090,0,0,2908.0,False,False,False,0.0003438789546079,CCCC(CCCC(=O)CC(=O)O)c1ccc(CC(C)C)cc1,0.0921052631578947,True,binned_cosine_1Da,9397.625710725784,shard_056_060,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_056_060/casmi2022_iceberg_harmonized_query_results.csv,True
60,CASMI2022,iceberg,partial_prediction_failures,87,87,226,[M+H]+,148.075452106098,30,CASMI_MOL_1196876,full_query_candidate_set,2560,2559,1,1,204.0,False,False,False,0.0049019607843137,COc1cccc2cccn12,0.1794871794871795,True,binned_cosine_1Da,2149.747669696808,shard_056_060,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_056_060/casmi2022_iceberg_harmonized_query_results.csv,True
61,CASMI2022,iceberg,completed,88,88,227,[M+H]+,489.123474121094,30,CASMI_MOL_1196877,full_query_candidate_set,6054,6054,0,0,192.0,False,False,False,0.0052083333333333,COC(=O)c1ccc(C2CC2)c(S(=O)(=O)Nc2cc(C#N)c(Cl)cc2OC(C)C2CCC2)c1,0.0961538461538461,False,binned_cosine_1Da,9706.490409612656,shard_061_065,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_061_065/casmi2022_iceberg_harmonized_query_results.csv,True
62,CASMI2022,iceberg,partial_prediction_failures,89,89,228,[M+H]+,251.163883088621,30,CASMI_MOL_1196805,full_query_candidate_set,9564,9563,1,1,38.0,False,False,False,0.0263157894736842,CC1CCCC2(C)C(=O)C(=CC(=O)O)CCC12C,0.1343283582089552,True,binned_cosine_1Da,13534.26892876625,shard_061_065,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_061_065/casmi2022_iceberg_harmonized_query_results.csv,True
63,CASMI2022,iceberg,completed,90,90,229,[M+H]+,337.273519236211,30,CASMI_MOL_1196878,full_query_candidate_set,1959,1959,0,0,1092.0,False,False,False,0.0009157509157509,CCCC1C(C)C2=CCCCC2C(COC2(C)COC2O)C1CC,0.1294117647058823,True,binned_cosine_1Da,2448.152709007263,shard_061_065,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_061_065/casmi2022_iceberg_harmonized_query_results.csv,True
64,CASMI2022,iceberg,partial_prediction_failures,93,93,237,[M+H]+,278.117219218254,30,CASMI_MOL_1196881,full_query_candidate_set,9460,9456,4,4,3.0,False,True,True,0.3333333333333333,Cc1ccccc1NC(=O)c1cc(O)c2ccccc2c1,0.5952380952380952,True,binned_cosine_1Da,12478.359553813934,shard_061_065,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_061_065/casmi2022_iceberg_harmonized_query_results.csv,True
65,CASMI2022,iceberg,completed,94,94,238,[M+H]+,531.4400905022,30,CASMI_MOL_1196882,full_query_candidate_set,347,347,0,0,4.0,False,True,True,0.25,CCCCCCCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCCCCCCC,0.6052631578947368,True,binned_cosine_1Da,606.4556901454926,shard_091_095,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_091_095/casmi2022_iceberg_harmonized_query_results.csv,True
66,CASMI2022,iceberg,completed,95,95,243,[M+H]+,589.299949560662,30,CASMI_MOL_1196883,full_query_candidate_set,1877,1877,0,0,12.0,False,False,False,0.0833333333333333,C=CCOc1ccc(C(c2ccc(CCC3CO3)cc2)C(c2ccc(OCC=C)cc2)c2ccc(OCC3CO3)cc2)cc1,0.0747663551401869,False,binned_cosine_1Da,3939.976572751999,shard_091_095,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_091_095/casmi2022_iceberg_harmonized_query_results.csv,True
67,CASMI2022,iceberg,completed,96,96,244,[M+H]+,421.2579102945,30,CASMI_MOL_1196884,full_query_candidate_set,6683,6683,0,0,70.0,False,False,False,0.0142857142857142,CC(=O)OCCC1(C)C2=C(CCC1C)C1(C)C(OC(C)=O)CCC(C)(O)C1C(=O)C2,0.2692307692307692,True,binned_cosine_1Da,10130.034633636476,shard_066_070,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_066_070/casmi2022_iceberg_harmonized_query_results.csv,True
68,CASMI2022,iceberg,partial_prediction_failures,98,98,248,[M+H]+,453.238635252155,30,CASMI_MOL_1196886,full_query_candidate_set,9270,9269,1,1,737.0,False,False,False,0.0013568521031207,CN(C)c1nc2sc3c(NCCCN4CCCC4=O)ncnc3c2c2c1CCC(C)(C)C2,0.1089108910891089,False,binned_cosine_1Da,17458.18430829048,shard_066_070,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_066_070/casmi2022_iceberg_harmonized_query_results.csv,True
69,CASMI2022,iceberg,completed,99,99,253,[M+H]+,455.1485326536,30,CASMI_MOL_1196887,full_query_candidate_set,6863,6863,0,0,21.0,False,False,False,0.0476190476190476,Oc1ccc(CC2=C(c3cc(O)cc(O)c3)C(c3ccc(O)cc3)c3c(O)cc(O)cc32)cc1,0.3703703703703703,True,binned_cosine_1Da,11232.43553328514,shard_066_070,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_066_070/casmi2022_iceberg_harmonized_query_results.csv,True
70,CASMI2022,iceberg,completed,100,100,254,[M+H]+,329.231892370686,30,CASMI_MOL_1196888,full_query_candidate_set,6530,6530,0,0,23.0,False,False,False,0.0434782608695652,CCCCCC=CCC(C=CCCCCCC(O)C(=O)O)OO,0.3050847457627119,True,binned_cosine_1Da,8272.439951896667,shard_066_070,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_066_070/casmi2022_iceberg_harmonized_query_results.csv,True
71,CASMI2022,iceberg,completed,101,101,255,[M+H]+,265.106995360766,30,CASMI_MOL_1196890,full_query_candidate_set,7839,7839,0,0,962.0,False,False,False,0.001039501039501,Cc1ncnc(-n2nc(C)c(CC(=O)O)c2C)c1F,0.1323529411764706,False,binned_cosine_1Da,9077.454394817352,shard_071_075,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_071_075/casmi2022_iceberg_harmonized_query_results.csv,True
72,CASMI2022,iceberg,completed,102,102,256,[M+H]+,403.232045400965,30,CASMI_MOL_1196891,full_query_candidate_set,4859,4859,0,0,727.0,False,False,False,0.0013755158184319,CC(C)(C)C(=O)OCCOC(=O)CCCCC(=O)OCCOC(=O)C(C)(C)C,0.3947368421052631,True,binned_cosine_1Da,7998.789328336716,shard_071_075,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_071_075/casmi2022_iceberg_harmonized_query_results.csv,True
73,CASMI2022,iceberg,completed,104,104,264,[M+H]+,249.078750610352,30,CASMI_MOL_1196893,full_query_candidate_set,8559,8559,0,0,79.0,False,False,False,0.0126582278481012,CC(N)C(=O)Nc1nc(-c2ccccn2)cs1,0.0985915492957746,False,binned_cosine_1Da,10070.69924235344,shard_071_075,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_071_075/casmi2022_iceberg_harmonized_query_results.csv,True
74,CASMI2022,iceberg,completed,105,105,268,[M+H]+,361.200375071837,30,CASMI_MOL_1196894,full_query_candidate_set,9237,9237,0,0,95.0,False,False,False,0.0105263157894736,COc1cc(C=CC(=O)OCO)ccc1OCC=C(C)CCC=C(C)C,0.2307692307692307,True,binned_cosine_1Da,13319.067069768906,shard_071_075,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_071_075/casmi2022_iceberg_harmonized_query_results.csv,True
75,CASMI2022,iceberg,completed,106,106,269,[M+H]+,297.107910928399,30,CASMI_MOL_1196895,full_query_candidate_set,9491,9491,0,0,55.0,False,False,False,0.0181818181818181,COCCN(CC(=O)O)C(=O)Cc1cccc([N+](=O)[O-])c1,0.2,True,binned_cosine_1Da,11496.255501508713,shard_071_075,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_071_075/casmi2022_iceberg_harmonized_query_results.csv,True
76,CASMI2022,iceberg,completed,107,107,270,[M+H]+,317.210886689853,30,CASMI_MOL_1196896,full_query_candidate_set,8301,8301,0,0,781.0,False,False,False,0.0012804097311139,CC(C)(O)c1ccc2c(c1)C(=O)CC1C(C)(CO)CCCC21C,0.1688311688311688,True,binned_cosine_1Da,10639.835668563845,shard_076_080,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_076_080/casmi2022_iceberg_harmonized_query_results.csv,True
77,CASMI2022,iceberg,partial_prediction_failures,108,108,271,[M+H]+,211.143956950586,30,CASMI_MOL_1196899,full_query_candidate_set,9739,9738,1,1,96.0,False,False,False,0.0104166666666666,O=CC1(NC(=O)C2CCCN2)CCCC1,0.1052631578947368,True,binned_cosine_1Da,12326.684304714205,shard_076_080,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_076_080/casmi2022_iceberg_harmonized_query_results.csv,True
78,CASMI2022,iceberg,completed,109,109,272,[M+H]+,465.102494314505,30,CASMI_MOL_1196900,full_query_candidate_set,4864,4864,0,0,334.0,False,False,False,0.0029940119760479,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c12,0.582089552238806,True,binned_cosine_1Da,7864.03798866272,shard_076_080,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_076_080/casmi2022_iceberg_harmonized_query_results.csv,True
79,CASMI2022,iceberg,partial_prediction_failures,111,111,278,[M+H]+,173.091842651367,30,CASMI_MOL_1196902,full_query_candidate_set,2744,2741,3,3,8.0,False,False,True,0.125,O=C(O)CNC(=O)C1CCNC1,0.5,True,binned_cosine_1Da,2773.6630988121037,shard_076_080,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_076_080/casmi2022_iceberg_harmonized_query_results.csv,True
80,CASMI2022,iceberg,completed,112,112,281,[M+H]+,275.127474208511,30,CASMI_MOL_1196903,full_query_candidate_set,9092,9092,0,0,6.0,False,False,True,0.1666666666666666,C=CC(=O)C=CC(C)C(=O)OCCc1ccc(O)cc1,0.1864406779661017,True,binned_cosine_1Da,11017.011822462082,shard_076_080,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_076_080/casmi2022_iceberg_harmonized_query_results.csv,True
81,CASMI2022,iceberg,completed,113,113,282,[M+H]+,384.237576499794,30,CASMI_MOL_1196905,full_query_candidate_set,7164,7164,0,0,2.0,False,True,True,0.5,CCCCC(O)CC=CCC=CCCCC(=O)NC(CCC(=O)O)C(=O)O,1.0,True,binned_cosine_1Da,9931.13798213005,shard_081_085,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_081_085/casmi2022_iceberg_harmonized_query_results.csv,True
82,CASMI2022,iceberg,completed,114,114,283,[M+H]+,773.212341308594,30,CASMI_MOL_1196906,full_query_candidate_set,689,689,0,0,46.0,False,False,False,0.0217391304347826,CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,1.0,True,binned_cosine_1Da,1753.6497447490692,shard_081_085,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_081_085/casmi2022_iceberg_harmonized_query_results.csv,True
83,CASMI2022,iceberg,completed,115,115,284,[M+H]+,487.341135509272,30,CASMI_MOL_1196907,full_query_candidate_set,1876,1876,0,0,477.0,False,False,False,0.0020964360587002,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CCC(=O)C4(C)C)C3(C)CCC12C,0.1935483870967742,True,binned_cosine_1Da,4222.3033084869385,shard_081_085,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_081_085/casmi2022_iceberg_harmonized_query_results.csv,True
84,CASMI2022,iceberg,completed,116,116,285,[M+H]+,227.117682198429,30,CASMI_MOL_1196909,full_query_candidate_set,9725,9725,0,0,36.0,False,False,False,0.0277777777777777,COc1ccc2cc(C3=NCCN3)ccc2c1,0.2830188679245283,True,binned_cosine_1Da,11344.5453248024,shard_081_085,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_081_085/casmi2022_iceberg_harmonized_query_results.csv,True
85,CASMI2022,iceberg,partial_prediction_failures,119,119,291,[M+H]+,277.133189720886,30,CASMI_MOL_1196912,full_query_candidate_set,9424,9422,2,2,317.0,False,False,False,0.0031545741324921,COc1ccc(CNc2cc(OC)c(F)cc2N)cc1,0.0757575757575757,False,binned_cosine_1Da,13224.925453662872,shard_081_085,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_081_085/casmi2022_iceberg_harmonized_query_results.csv,True
86,CASMI2022,iceberg,completed,120,120,293,[M+H]+,235.16901312256,30,CASMI_MOL_1196913,full_query_candidate_set,9633,9633,0,0,936.0,False,False,False,0.001068376068376,CC(C)=CC1(C)CC2=C(CC(C)(C)CC2=O)O1,0.135593220338983,True,binned_cosine_1Da,10327.421917438509,shard_086_090,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_086_090/casmi2022_iceberg_harmonized_query_results.csv,True
87,CASMI2022,iceberg,completed,121,121,294,[M+H]+,311.148594834163,30,CASMI_MOL_1196918,full_query_candidate_set,9371,9371,0,0,683.0,False,False,False,0.0014641288433382,CCOC(=O)C(C)=CC=CC(C)=CC(OC(C)=O)OC(C)=O,0.1408450704225352,True,binned_cosine_1Da,13992.062563419342,shard_086_090,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_086_090/casmi2022_iceberg_harmonized_query_results.csv,True
88,CASMI2022,iceberg,partial_prediction_failures,122,122,295,[M+H]+,516.258822820097,30,CASMI_MOL_1196919,full_query_candidate_set,3108,3107,1,1,99.0,False,False,False,0.0101010101010101,COc1cc(C(=O)N(C)c2ccc(C)cc2OCCCCN)ccc1NC(=O)c1cccc2[nH]c(C)nc12,0.0873015873015873,False,binned_cosine_1Da,6717.898485660553,shard_086_090,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_086_090/casmi2022_iceberg_harmonized_query_results.csv,True
89,CASMI2022,iceberg,completed,123,123,296,[M+H]+,287.05477511929,30,CASMI_MOL_1196920,full_query_candidate_set,2103,2103,0,0,49.0,False,False,False,0.0204081632653061,NNC(c1ccccc1F)c1cc(F)c(Cl)cc1F,0.0952380952380952,False,binned_cosine_1Da,2782.1375851631165,shard_086_090,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_086_090/casmi2022_iceberg_harmonized_query_results.csv,True
90,CASMI2022,iceberg,partial_prediction_failures,126,126,303,[M+H]+,293.164467938574,30,CASMI_MOL_1196923,full_query_candidate_set,9036,9033,3,3,129.0,False,False,False,0.0077519379844961,CCCNC(c1ccccc1)c1ccc2cccnc2c1O,0.1617647058823529,True,binned_cosine_1Da,13125.116258382795,shard_086_090,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_086_090/casmi2022_iceberg_harmonized_query_results.csv,True
91,CASMI2022,iceberg,completed,127,127,306,[M+H]+,485.325432421438,30,CASMI_MOL_1196924,full_query_candidate_set,1657,1657,0,0,253.0,False,False,False,0.0039525691699604,CC=CCC=CCCC(=O)OCC(O)COC(=O)C=CCCC=CCC=CCC=CCC=CCC,0.053763440860215,True,binned_cosine_1Da,3789.7652266025534,shard_manifest_q127_131,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_manifest_q127_131/casmi2022_iceberg_harmonized_query_results.csv,True
92,CASMI2022,iceberg,completed,128,128,307,[M+H]+,266.102037994695,30,CASMI_MOL_1196925,full_query_candidate_set,9700,9700,0,0,23.0,False,False,False,0.0434782608695652,CC(CC(=O)O)CC(=O)Nc1ccc(C(=O)O)cc1,0.2708333333333333,True,binned_cosine_1Da,12952.018033027647,shard_manifest_q127_131,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_manifest_q127_131/casmi2022_iceberg_harmonized_query_results.csv,True
93,CASMI2022,iceberg,completed,129,129,308,[M+H]+,317.210865326987,30,CASMI_MOL_1196897,full_query_candidate_set,8301,8301,0,0,402.0,False,False,False,0.0024875621890547,C=CC1(C)C=C2C(=O)CC3C(C)(C(=O)O)CCCC3(C)C2CC1,0.2898550724637681,True,binned_cosine_1Da,10613.413484096527,shard_manifest_q127_131,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_manifest_q127_131/casmi2022_iceberg_harmonized_query_results.csv,True
94,CASMI2022,iceberg,completed,130,130,309,[M+H]+,273.111899404508,30,CASMI_MOL_1196926,full_query_candidate_set,9113,9113,0,0,491.0,False,False,False,0.0020366598778004,CC(=O)Cc1cc2c(c3c1C=CC(C)(C)O3)COC2=O,0.0789473684210526,True,binned_cosine_1Da,11157.699653863909,shard_manifest_q127_131,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_manifest_q127_131/casmi2022_iceberg_harmonized_query_results.csv,True
95,CASMI2022,iceberg,partial_prediction_failures,131,131,310,[M+H]+,226.143449486821,30,CASMI_MOL_1196928,full_query_candidate_set,9650,9394,256,256,5.0,False,True,True,0.2,NC(=O)CC1(CCCC(=O)O)C=CCCC1,0.3409090909090909,True,binned_cosine_1Da,10082.472926855087,shard_manifest_q127_131,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_manifest_q127_131/casmi2022_iceberg_harmonized_query_results.csv,True
96,CASMI2022,iceberg,partial_prediction_failures,132,132,311,[M+H]+,343.190181065075,30,CASMI_MOL_1196929,full_query_candidate_set,9018,9016,2,2,129.0,False,False,False,0.0077519379844961,CCn1cc(CN2CCC3C2CC(=O)N3Cc2ccc(F)cc2)cn1,0.1235955056179775,False,binned_cosine_1Da,14105.037382364271,shard_096_100,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_096_100/casmi2022_iceberg_harmonized_query_results.csv,True
97,CASMI2022,iceberg,completed,135,135,315,[M+H]+,352.237811279235,30,CASMI_MOL_1196933,full_query_candidate_set,6577,6577,0,0,47.0,False,False,False,0.0212765957446808,CC(C)C(C)c1cc(C(C)C(C)C)c(O)c(-n2nc3ccccc3n2)c1,0.42,True,binned_cosine_1Da,10337.2025475502,shard_096_100,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_096_100/casmi2022_iceberg_harmonized_query_results.csv,True
98,CASMI2022,iceberg,completed,136,136,316,[M+H]+,273.205748250264,30,CASMI_MOL_1196934,full_query_candidate_set,9626,9626,0,0,814.0,False,False,False,0.0012285012285012,CC(C)(C)OCCCC(CC(=O)O)C(=O)C(C)(C)C,0.1228070175438596,True,binned_cosine_1Da,11502.543216705322,shard_096_100,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_096_100/casmi2022_iceberg_harmonized_query_results.csv,True
99,CASMI2022,iceberg,completed,137,137,317,[M+H]+,413.159051409611,30,CASMI_MOL_1196935,full_query_candidate_set,8774,8774,0,0,1145.0,False,False,False,0.0008733624454148,CC(C)(C)OC(=O)NCCN(CC(=O)O)C(=O)Cn1cnc2c(=O)[nH]c(F)nc21,0.0841121495327102,False,binned_cosine_1Da,13418.878688812256,shard_096_100,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_096_100/casmi2022_iceberg_harmonized_query_results.csv,True
100,CASMI2022,iceberg,completed,138,138,318,[M+H]+,387.179762289554,30,CASMI_MOL_1196936,full_query_candidate_set,8939,8939,0,0,992.0,False,False,False,0.001008064516129,COc1cc(OCC2COC(C)(C)O2)cc(OC)c1-c1cccc(C=O)c1C,0.175,True,binned_cosine_1Da,12906.519659996033,shard_096_100,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_096_100/casmi2022_iceberg_harmonized_query_results.csv,True
101,CASMI2022,iceberg,completed,139,139,319,[M+H]+,903.254552637546,30,CASMI_MOL_1196937,full_query_candidate_set,631,631,0,0,29.0,False,False,False,0.0344827586206896,CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(COC(=O)C=Cc5ccc(O)cc5)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O,0.8705882352941177,True,binned_cosine_1Da,1832.9975152015688,shard_101_105,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_101_105/casmi2022_iceberg_harmonized_query_results.csv,True
102,CASMI2022,iceberg,completed,140,140,320,[M+H]+,275.163851548862,30,CASMI_MOL_1196939,full_query_candidate_set,9134,9134,0,0,5.0,False,True,True,0.2,COc1ccc(O)cc1OC1CC2CC1C1CCCC21,0.0857142857142857,True,binned_cosine_1Da,10842.043369531631,shard_101_105,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_101_105/casmi2022_iceberg_harmonized_query_results.csv,True
103,CASMI2022,iceberg,completed,142,142,329,[M+H]+,371.148665955677,30,CASMI_MOL_1196942,full_query_candidate_set,9236,9236,0,0,72.0,False,False,False,0.0138888888888888,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1CCC(C(C)=O)CC1C3O,0.1891891891891892,True,binned_cosine_1Da,14569.171004533768,shard_101_105,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_101_105/casmi2022_iceberg_harmonized_query_results.csv,True
104,CASMI2022,iceberg,partial_prediction_failures,143,143,330,[M+H]+,377.159048235277,30,CASMI_MOL_1196943,full_query_candidate_set,8691,8690,1,1,5.0,False,True,True,0.2,CC=C(C)C(=O)OC(C(O)c1cc2ccc(=O)oc2cc1OC)C(C)(C)O,1.0,True,binned_cosine_1Da,13829.858646154404,shard_101_105,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_101_105/casmi2022_iceberg_harmonized_query_results.csv,True
105,CASMI2022,iceberg,completed,144,144,331,[M+H]+,281.138108031761,30,CASMI_MOL_1196944,full_query_candidate_set,9540,9540,0,0,53.0,False,False,False,0.0188679245283018,CCOC(=O)C(Cc1cccc(O)c1)(C(=O)O)C(C)C,0.136986301369863,True,binned_cosine_1Da,11847.649165391922,shard_101_105,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_101_105/casmi2022_iceberg_harmonized_query_results.csv,True
106,CASMI2022,iceberg,completed,145,145,332,[M+H]+,903.254591557378,30,CASMI_MOL_1196938,full_query_candidate_set,316,316,0,0,84.0,False,False,False,0.0119047619047619,CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(COC(=O)C=Cc5ccc(O)cc5)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O,1.0,True,binned_cosine_1Da,925.5368769168854,shard_106_110,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_106_110/casmi2022_iceberg_harmonized_query_results.csv,True
107,CASMI2022,iceberg,partial_prediction_failures,146,146,333,[M+H]+,659.305358886719,30,CASMI_MOL_1196945,full_query_candidate_set,1277,1276,1,1,958.0,False,False,False,0.0010438413361169,COC1OC(C(COC(c2ccccc2)(c2ccccc2)c2ccccc2)OCc2ccccc2)C2(OCc3ccccc3)C(CO)OC12,0.0789473684210526,False,binned_cosine_1Da,3908.476368188858,shard_106_110,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_106_110/casmi2022_iceberg_harmonized_query_results.csv,True
108,CASMI2022,iceberg,completed,147,147,334,[M+H]+,417.247928865327,30,CASMI_MOL_1196946,full_query_candidate_set,4034,4034,0,0,251.0,False,False,False,0.0039840637450199,CC(C)C1=CC2(O)C(C)C(OC3OC(CO)C(O)C(O)C3O)CCC2(C)C(O)C1,0.3209876543209876,True,binned_cosine_1Da,5854.131800413132,shard_106_110,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_106_110/casmi2022_iceberg_harmonized_query_results.csv,True
109,CASMI2022,iceberg,partial_prediction_failures,149,149,339,[M+H]+,369.132758072946,30,CASMI_MOL_1196948,full_query_candidate_set,9235,9234,1,1,34.0,False,False,False,0.0294117647058823,COc1ccc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)c(O)c1,0.484375,True,binned_cosine_1Da,15774.9775493145,shard_106_110,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_106_110/casmi2022_iceberg_harmonized_query_results.csv,True
110,CASMI2022,iceberg,completed,150,150,341,[M+H]+,379.245232516541,30,CASMI_MOL_1196949,full_query_candidate_set,7703,7703,0,0,6427.0,False,False,False,0.0001555935895441,CC1CCN(C(=O)c2cc(N3CCC(C)CC3)nc(-c3ccccc3)n2)CC1,0.1071428571428571,False,binned_cosine_1Da,11253.94045138359,shard_106_110,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_106_110/casmi2022_iceberg_harmonized_query_results.csv,True
111,CASMI2022,iceberg,partial_prediction_failures,151,151,342,[M+H]+,223.059992250151,30,CASMI_MOL_1196950,full_query_candidate_set,1793,1785,8,8,830.0,False,False,False,0.0012048192771084,COc1cc2ccc(=O)oc2c(O)c1OC,0.1636363636363636,True,binned_cosine_1Da,2638.879953145981,shard_111_115,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_111_115/casmi2022_iceberg_harmonized_query_results.csv,True
112,CASMI2022,iceberg,partial_prediction_failures,155,155,352,[M+H]+,383.178221106453,30,CASMI_MOL_1196954,full_query_candidate_set,9273,9272,1,1,120.0,False,False,False,0.0083333333333333,Cc1cccc(S(=O)(=O)C2(F)CCC(NC(=O)C3CCCCN3)CC2)c1,0.1818181818181818,False,binned_cosine_1Da,15321.7839114666,shard_111_115,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_111_115/casmi2022_iceberg_harmonized_query_results.csv,True
113,CASMI2022,iceberg,partial_prediction_failures,156,156,356,[M+H]+,331.175020785177,30,CASMI_MOL_1196955,full_query_candidate_set,8995,8994,1,1,417.0,False,False,False,0.0023980815347721,Cn1ccnc1C(=O)NC1CN(Cc2ccco2)C2CCCOC12,0.0898876404494382,False,binned_cosine_1Da,12961.790103912354,shard_111_115,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_111_115/casmi2022_iceberg_harmonized_query_results.csv,True
114,CASMI2022,iceberg,completed,157,157,357,[M+H]+,243.101852416992,30,CASMI_MOL_1196956,full_query_candidate_set,6956,6956,0,0,15.0,False,False,False,0.0666666666666666,CC(CSc1nc(N)cc(N)n1)C(=O)NN,0.0862068965517241,False,binned_cosine_1Da,8056.590892791748,shard_111_115,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_111_115/casmi2022_iceberg_harmonized_query_results.csv,True
115,CASMI2022,iceberg,completed,158,158,358,[M+H]+,500.26370961297,30,CASMI_MOL_1196958,full_query_candidate_set,3729,3729,0,0,27.0,False,False,False,0.037037037037037,C=CCOC1C(OCc2cccc(F)c2)CN(CC=C)CC(OCc2cccc(F)c2)C1OCC=C,0.0849056603773584,False,binned_cosine_1Da,6475.426484107971,shard_111_115,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_111_115/casmi2022_iceberg_harmonized_query_results.csv,True
116,CASMI2022,iceberg,completed,159,159,359,[M+H]+,235.169138407502,30,CASMI_MOL_1196914,full_query_candidate_set,9633,9633,0,0,4.0,False,True,True,0.25,CC1=CCC(=CCC(=O)O)CCC(C)=CCC1,0.1551724137931034,True,binned_cosine_1Da,10320.491694450378,shard_116_120,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_116_120/casmi2022_iceberg_harmonized_query_results.csv,True
117,CASMI2022,iceberg,completed,163,163,366,[M+H]+,778.412071426478,30,CASMI_MOL_1196962,full_query_candidate_set,361,361,0,0,25.0,False,False,False,0.04,COC(=O)C(CCCCNC(=O)OC(C)(C)C)NC(=O)C(CCC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(=O)C(N)Cc1ccccc1,0.096,False,binned_cosine_1Da,937.5364530086516,shard_116_120,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_116_120/casmi2022_iceberg_harmonized_query_results.csv,True
